domain,month,desktop,mobile_web,mobile_app,total
mr.wikibooks.org,2022-05,8138,11359,,19497
mr.wikibooks.org,2022-06,7716,11311,,19027
mr.wikibooks.org,2022-07,8188,15262,,23450
mr.wikibooks.org,2022-08,11132,17252,,28384
mr.wikibooks.org,2022-09,7281,17987,,25268
mr.wikibooks.org,2022-10,9031,14720,,23751
mr.wikibooks.org,2022-11,8950,15975,,24925
mr.wikibooks.org,2022-12,10377,14088,,24465
mr.wikibooks.org,2023-01,5600,11589,,17189
mr.wikibooks.org,2023-02,6845,14214,,21059
mr.wikibooks.org,2023-03,9196,16734,,25930
mr.wikibooks.org,2023-04,5765,9353,,15118
mr.wikibooks.org,2023-05,6828,10091,,16919
mr.wikibooks.org,2023-06,8332,16450,,24782
mr.wikibooks.org,2023-07,5508,11350,,16858
mr.wikibooks.org,2023-08,7023,11306,,18329
mr.wikibooks.org,2023-09,6374,14717,,21091
mr.wikibooks.org,2023-10,5867,15289,,21156
mr.wikibooks.org,2023-11,4753,10983,,15736
mr.wikibooks.org,2023-12,17466,14627,,32093
mr.wikibooks.org,2024-01,20069,12933,,33002
mr.wikibooks.org,2024-02,3371,10968,,14339
mr.wikibooks.org,2024-03,5166,13251,,18417
mr.wikibooks.org,2024-04,7386,13756,,21142
mr.wikibooks.org,2024-05,5934,7701,,13635
mr.wikibooks.org,2024-06,9477,11154,,20631
mr.wikibooks.org,2024-07,3270,11226,,14496
mr.wikibooks.org,2024-08,7940,18829,,26769
mr.wikibooks.org,2024-09,10328,22089,,32417
mr.wikibooks.org,2024-10,6210,10045,,16255
mr.wikibooks.org,2024-11,9885,8677,,18562
mr.wikibooks.org,2024-12,26681,8386,,35067
mr.wikibooks.org,2025-01,13745,6644,,20389
mr.wikibooks.org,2025-02,15860,16469,,32329
mr.wikibooks.org,2025-03,15226,8828,,24054
mr.wikibooks.org,2025-04,5209,8243,,13452
mr.wikibooks.org,2025-05,29648,20522,,50170
mr.wikibooks.org,2025-06,101019,76345,,177364
mr.wikibooks.org,2025-07,8118,492110,,500228
mr.wikibooks.org,2025-08,17745,39997,,57742
mr.wikibooks.org,2025-09,17876,72581,,90457
mr.wikibooks.org,2025-10,38975,74814,,113789
mr.wikibooks.org,2025-11,23355,6487,,29842
mr.wikibooks.org,2025-12,90804,3989,,94793
mr.wikibooks.org,2026-01,29710,2913,,32623
mr.wikibooks.org,2026-02,195392,3552,,198944
mr.wikibooks.org,2026-03,247584,5201,,252785
mr.wikibooks.org,2026-04,283928,3928,,287856
mr.wikibooks.org,2026-05,1418930,2771,,1421701
mr.wikibooks.org,2026-06,468813,19302,,488115
mr.wikibooks.org,2026-07,428433,28420,,456853
ne.wikipedia.org,2015-07,386100,149053,9971,545124
ne.wikipedia.org,2015-08,413352,147853,12907,574112
ne.wikipedia.org,2015-09,402810,128708,13325,544843
ne.wikipedia.org,2015-10,365332,119465,13876,498673
ne.wikipedia.org,2015-11,267355,115263,14965,397583
ne.wikipedia.org,2015-12,191941,118987,21015,331943
ne.wikipedia.org,2016-01,300258,144612,25184,470054
ne.wikipedia.org,2016-02,223520,122825,22182,368527
ne.wikipedia.org,2016-03,246139,147427,23649,417215
ne.wikipedia.org,2016-04,281269,142518,18513,442300
ne.wikipedia.org,2016-05,671393,182823,23266,877482
ne.wikipedia.org,2016-06,396799,161129,24782,582710
ne.wikipedia.org,2016-07,1165671,154800,26819,1347290
ne.wikipedia.org,2016-08,298344,162029,31304,491677
ne.wikipedia.org,2016-09,372412,168176,35635,576223
ne.wikipedia.org,2016-10,394374,144531,26735,565640
ne.wikipedia.org,2016-11,398021,152135,35346,585502
ne.wikipedia.org,2016-12,349734,156412,55334,561480
ne.wikipedia.org,2017-01,305440,152515,74161,532116
ne.wikipedia.org,2017-02,292746,148489,47453,488688
ne.wikipedia.org,2017-03,473812,165061,39011,677884
ne.wikipedia.org,2017-04,261011,122460,6657,390128
ne.wikipedia.org,2017-05,302798,135212,6567,444577
ne.wikipedia.org,2017-06,292538,147742,6639,446919
ne.wikipedia.org,2017-07,318125,172531,6269,496925
ne.wikipedia.org,2017-08,407194,178255,7129,592578
ne.wikipedia.org,2017-09,651460,169308,5685,826453
ne.wikipedia.org,2017-10,339976,185999,7793,533768
ne.wikipedia.org,2017-11,357213,208746,7140,573099
ne.wikipedia.org,2017-12,397796,203216,7684,608696
ne.wikipedia.org,2018-01,309483,215853,8198,533534
ne.wikipedia.org,2018-02,301692,206900,5747,514339
ne.wikipedia.org,2018-03,272543,219190,6329,498062
ne.wikipedia.org,2018-04,222729,181818,5980,410527
ne.wikipedia.org,2018-05,265456,226858,6665,498979
ne.wikipedia.org,2018-06,411253,232631,5955,649839
ne.wikipedia.org,2018-07,313900,274472,7521,595893
ne.wikipedia.org,2018-08,321190,318784,9004,648978
ne.wikipedia.org,2018-09,283118,294601,11086,588805
ne.wikipedia.org,2018-10,343404,254890,5897,604191
ne.wikipedia.org,2018-11,413649,228854,6540,649043
ne.wikipedia.org,2018-12,316218,258780,7085,582083
ne.wikipedia.org,2019-01,357796,263111,6750,627657
ne.wikipedia.org,2019-02,294113,236283,6763,537159
ne.wikipedia.org,2019-03,337449,266091,7477,611017
ne.wikipedia.org,2019-04,378809,207625,6783,593217
ne.wikipedia.org,2019-05,306164,268315,8497,582976
ne.wikipedia.org,2019-06,356077,280821,9039,645937
ne.wikipedia.org,2019-07,739377,315614,8176,1063167
ne.wikipedia.org,2019-08,447563,322416,8441,778420
ne.wikipedia.org,2019-09,348173,347544,8007,703724
ne.wikipedia.org,2019-10,336642,307931,6138,650711
ne.wikipedia.org,2019-11,345640,371390,9847,726877
ne.wikipedia.org,2019-12,250243,355178,10580,616001
ne.wikipedia.org,2020-01,331419,369788,12416,713623
ne.wikipedia.org,2020-02,395825,357603,10050,763478
ne.wikipedia.org,2020-03,304518,314483,10757,629758
ne.wikipedia.org,2020-04,355877,422251,11347,789475
ne.wikipedia.org,2020-05,333303,384637,9484,727424
ne.wikipedia.org,2020-06,271483,283435,2667,557585
ne.wikipedia.org,2020-07,294317,281640,7582,583539
ne.wikipedia.org,2020-08,292979,341137,7946,642062
ne.wikipedia.org,2020-09,361001,332632,8874,702507
ne.wikipedia.org,2020-10,1544914,305581,7285,1857780
ne.wikipedia.org,2020-11,534745,294387,7282,836414
ne.wikipedia.org,2020-12,538240,335903,8783,882926
ne.wikipedia.org,2021-01,521231,356226,8420,885877
ne.wikipedia.org,2021-02,489500,339592,9099,838191
ne.wikipedia.org,2021-03,378555,365308,9005,752868
ne.wikipedia.org,2021-04,475598,278159,5977,759734
ne.wikipedia.org,2021-05,460254,328711,7512,796477
ne.wikipedia.org,2021-06,432694,338899,7578,779171
ne.wikipedia.org,2021-07,403910,402121,8178,814209
ne.wikipedia.org,2021-08,427541,456546,7392,891479
ne.wikipedia.org,2021-09,246798,420658,6517,673973
ne.wikipedia.org,2021-10,257129,331258,5458,593845
ne.wikipedia.org,2021-11,428012,357751,5775,791538
ne.wikipedia.org,2021-12,867678,495442,7939,1371059
ne.wikipedia.org,2022-01,885032,477259,8217,1370508
ne.wikipedia.org,2022-02,811721,439308,8664,1259693
ne.wikipedia.org,2022-03,388278,561310,9017,958605
ne.wikipedia.org,2022-04,252666,488647,7023,748336
ne.wikipedia.org,2022-05,249805,342837,6592,599234
ne.wikipedia.org,2022-06,363628,483033,6966,853627
ne.wikipedia.org,2022-07,240672,485340,7337,733349
ne.wikipedia.org,2022-08,272929,573952,7182,854063
ne.wikipedia.org,2022-09,315126,644940,9467,969533
ne.wikipedia.org,2022-10,308995,481167,7273,797435
ne.wikipedia.org,2022-11,267334,671955,7425,946714
ne.wikipedia.org,2022-12,254336,536642,8610,799588
ne.wikipedia.org,2023-01,296609,603507,9208,909324
ne.wikipedia.org,2023-02,272177,663142,8404,943723
ne.wikipedia.org,2023-03,326848,776254,8189,1111291
ne.wikipedia.org,2023-04,259873,575264,6492,841629
ne.wikipedia.org,2023-05,282493,899216,8219,1189928
ne.wikipedia.org,2023-06,374312,927301,6751,1308364
ne.wikipedia.org,2023-07,354986,845022,6220,1206228
ne.wikipedia.org,2023-08,328791,962793,7469,1299053
ne.wikipedia.org,2023-09,293132,836828,7078,1137038
ne.wikipedia.org,2023-10,292054,722007,6116,1020177
ne.wikipedia.org,2023-11,285010,727105,6243,1018358
ne.wikipedia.org,2023-12,299352,874770,7573,1181695
ne.wikipedia.org,2024-01,560951,966105,7878,1534934
ne.wikipedia.org,2024-02,277271,959954,7029,1244254
ne.wikipedia.org,2024-03,300413,1102529,7340,1410282
ne.wikipedia.org,2024-04,263661,881319,6226,1151206
ne.wikipedia.org,2024-05,312571,904409,6454,1223434
ne.wikipedia.org,2024-06,289112,846646,6525,1142283
ne.wikipedia.org,2024-07,224279,886990,6045,1117314
ne.wikipedia.org,2024-08,255702,737749,5826,999277
ne.wikipedia.org,2024-09,193264,590329,5386,788979
ne.wikipedia.org,2024-10,158668,442289,5189,606146
ne.wikipedia.org,2024-11,190181,578194,6135,774510
ne.wikipedia.org,2024-12,312867,620801,6338,940006
ne.wikipedia.org,2025-01,588072,678447,7494,1274013
ne.wikipedia.org,2025-02,656532,623163,5478,1285173
ne.wikipedia.org,2025-03,342319,640240,5584,988143
ne.wikipedia.org,2025-04,233119,441160,4459,678738
ne.wikipedia.org,2025-05,288683,560158,4976,853817
ne.wikipedia.org,2025-06,268191,563690,3815,835696
ne.wikipedia.org,2025-07,887666,701571,3695,1592932
ne.wikipedia.org,2025-08,352974,571484,4254,928712
ne.wikipedia.org,2025-09,281543,509940,4491,795974
ne.wikipedia.org,2025-10,327852,385039,3438,716329
ne.wikipedia.org,2025-11,423119,441314,3131,867564
ne.wikipedia.org,2025-12,385785,362566,3891,752242
ne.wikipedia.org,2026-01,443487,457435,3860,904782
ne.wikipedia.org,2026-02,315774,387247,3201,706222
ne.wikipedia.org,2026-03,260995,402674,3552,667221
ne.wikipedia.org,2026-04,377656,254420,3508,635584
ne.wikipedia.org,2026-05,499953,237354,3005,740312
ne.wikipedia.org,2026-06,384078,236872,3008,623958
ne.wikipedia.org,2026-07,337823,324015,2714,664552
ne.wiktionary.org,2015-07,5230,1767,,6997
ne.wiktionary.org,2015-08,4106,1917,,6023
ne.wiktionary.org,2015-09,6301,2145,,8446
ne.wiktionary.org,2015-10,6881,1793,,8674
ne.wiktionary.org,2015-11,5387,1701,,7088
ne.wiktionary.org,2015-12,5952,2847,,8799
ne.wiktionary.org,2016-01,5349,1728,,7077
ne.wiktionary.org,2016-02,6575,1855,,8430
ne.wiktionary.org,2016-03,6333,2258,,8591
ne.wiktionary.org,2016-04,23753,15405,,39158
ne.wiktionary.org,2016-05,23241,5300,,28541
ne.wiktionary.org,2016-06,29604,1988,,31592
ne.wiktionary.org,2016-07,6656,2156,,8812
ne.wiktionary.org,2016-08,9128,2712,,11840
ne.wiktionary.org,2016-09,6501,2523,,9024
ne.wiktionary.org,2016-10,12068,2465,,14533
ne.wiktionary.org,2016-11,6755,2661,,9416
ne.wiktionary.org,2016-12,6424,4145,,10569
ne.wiktionary.org,2017-01,8416,3808,,12224
ne.wiktionary.org,2017-02,5382,2996,,8378
ne.wiktionary.org,2017-03,10358,4729,,15087
ne.wiktionary.org,2017-04,4966,3951,,8917
ne.wiktionary.org,2017-05,5402,4345,,9747
ne.wiktionary.org,2017-06,4812,4264,,9076
ne.wiktionary.org,2017-07,7164,4192,,11356
ne.wiktionary.org,2017-08,10516,4675,,15191
ne.wiktionary.org,2017-09,17703,4227,,21930
ne.wiktionary.org,2017-10,8998,4773,,13771
ne.wiktionary.org,2017-11,9605,4812,,14417
ne.wiktionary.org,2017-12,8046,5176,,13222
ne.wiktionary.org,2018-01,11187,6098,5,17290
ne.wiktionary.org,2018-02,11135,4987,2,16124
ne.wiktionary.org,2018-03,10292,6129,,16421
ne.wiktionary.org,2018-04,8081,5987,4,14072
ne.wiktionary.org,2018-05,11122,7710,,18832
ne.wiktionary.org,2018-06,11408,7467,,18875
ne.wiktionary.org,2018-07,9768,8398,,18166
ne.wiktionary.org,2018-08,10622,10399,,21021
ne.wiktionary.org,2018-09,11358,11154,,22512
ne.wiktionary.org,2018-10,61874,9852,,71726
ne.wiktionary.org,2018-11,11366,11392,,22758
ne.wiktionary.org,2018-12,10457,10839,,21296
ne.wiktionary.org,2019-01,15626,13721,,29347
ne.wiktionary.org,2019-02,10964,15270,,26234
ne.wiktionary.org,2019-03,12736,20517,,33253
ne.wiktionary.org,2019-04,14112,13905,,28017
ne.wiktionary.org,2019-05,11076,10900,,21976
ne.wiktionary.org,2019-06,9727,11023,,20750
ne.wiktionary.org,2019-07,34699,15345,,50044
ne.wiktionary.org,2019-08,70096,19188,,89284
ne.wiktionary.org,2019-09,29868,17946,,47814
ne.wiktionary.org,2019-10,13729,16523,,30252
ne.wiktionary.org,2019-11,12166,17808,,29974
ne.wiktionary.org,2019-12,7898,16482,,24380
ne.wiktionary.org,2020-01,7721,18183,1,25905
ne.wiktionary.org,2020-02,8038,17581,,25619
ne.wiktionary.org,2020-03,9706,18593,4,28303
ne.wiktionary.org,2020-04,10885,24363,2,35250
ne.wiktionary.org,2020-05,18703,17651,5,36359
ne.wiktionary.org,2020-06,8116,14653,1,22770
ne.wiktionary.org,2020-07,14168,16529,1,30698
ne.wiktionary.org,2020-08,16204,17696,,33900
ne.wiktionary.org,2020-09,21081,17099,,38180
ne.wiktionary.org,2020-10,25406,16444,,41850
ne.wiktionary.org,2020-11,10432,15166,,25598
ne.wiktionary.org,2020-12,10022,17301,,27323
ne.wiktionary.org,2021-01,15101,16852,,31953
ne.wiktionary.org,2021-02,15729,15751,,31480
ne.wiktionary.org,2021-03,12863,14130,,26993
ne.wiktionary.org,2021-04,13417,11525,,24942
ne.wiktionary.org,2021-05,12605,16286,,28891
ne.wiktionary.org,2021-06,13176,16004,,29180
ne.wiktionary.org,2021-07,18664,17397,,36061
ne.wiktionary.org,2021-08,31587,19838,,51425
ne.wiktionary.org,2021-09,12208,17547,,29755
ne.wiktionary.org,2021-10,15543,16041,,31584
ne.wiktionary.org,2021-11,14611,16248,,30859
ne.wiktionary.org,2021-12,12322,15950,,28272
ne.wiktionary.org,2022-01,19143,14217,,33360
ne.wiktionary.org,2022-02,18932,15988,,34920
ne.wiktionary.org,2022-03,17814,18391,,36205
ne.wiktionary.org,2022-04,15860,16426,,32286
ne.wiktionary.org,2022-05,17572,19422,,36994
ne.wiktionary.org,2022-06,18695,25902,,44597
ne.wiktionary.org,2022-07,18258,27666,,45924
ne.wiktionary.org,2022-08,22215,37252,,59467
ne.wiktionary.org,2022-09,14431,35874,,50305
ne.wiktionary.org,2022-10,22604,29594,,52198
ne.wiktionary.org,2022-11,19405,44672,,64077
ne.wiktionary.org,2022-12,43862,36534,,80396
ne.wiktionary.org,2023-01,13235,28453,,41688
ne.wiktionary.org,2023-02,32670,45819,,78489
ne.wiktionary.org,2023-03,47121,57246,,104367
ne.wiktionary.org,2023-04,12953,29737,,42690
ne.wiktionary.org,2023-05,13818,48798,,62616
ne.wiktionary.org,2023-06,18646,50039,,68685
ne.wiktionary.org,2023-07,15317,49250,,64567
ne.wiktionary.org,2023-08,18300,52370,,70670
ne.wiktionary.org,2023-09,14804,44945,,59749
ne.wiktionary.org,2023-10,17935,36860,,54795
ne.wiktionary.org,2023-11,13444,31085,,44529
ne.wiktionary.org,2023-12,24601,40593,,65194
ne.wiktionary.org,2024-01,19231,40935,,60166
ne.wiktionary.org,2024-02,9452,40918,,50370
ne.wiktionary.org,2024-03,11953,48381,,60334
ne.wiktionary.org,2024-04,23961,46503,,70464
ne.wiktionary.org,2024-05,23375,41710,,65085
ne.wiktionary.org,2024-06,36430,47573,,84003
ne.wiktionary.org,2024-07,10067,25073,,35140
ne.wiktionary.org,2024-08,11884,23054,,34938
ne.wiktionary.org,2024-09,10884,26613,,37497
ne.wiktionary.org,2024-10,12172,23964,,36136
ne.wiktionary.org,2024-11,24718,29888,,54606
ne.wiktionary.org,2024-12,72156,72411,,144567
ne.wiktionary.org,2025-01,45433,30513,,75946
ne.wiktionary.org,2025-02,34112,23397,,57509
ne.wiktionary.org,2025-03,28064,20163,,48227
ne.wiktionary.org,2025-04,7336,9929,,17265
ne.wiktionary.org,2025-05,25510,17730,,43240
ne.wiktionary.org,2025-06,46638,34023,,80661
ne.wiktionary.org,2025-07,181122,55988,,237110
ne.wiktionary.org,2025-08,37295,20422,,57717
ne.wiktionary.org,2025-09,76485,110345,,186830
ne.wiktionary.org,2025-10,115695,43270,,158965
ne.wiktionary.org,2025-11,44752,14541,,59293
ne.wiktionary.org,2025-12,71974,8787,,80761
ne.wiktionary.org,2026-01,45942,7260,,53202
ne.wiktionary.org,2026-02,20327,6421,,26748
ne.wiktionary.org,2026-03,39025,12551,,51576
ne.wiktionary.org,2026-04,36365,6758,,43123
ne.wiktionary.org,2026-05,56443,6213,,62656
ne.wiktionary.org,2026-06,54316,13190,,67506
ne.wiktionary.org,2026-07,43479,3802,,47281
ne.wikibooks.org,2015-07,5571,889,,6460
ne.wikibooks.org,2015-08,6737,1258,,7995
ne.wikibooks.org,2015-09,7128,669,,7797
ne.wikibooks.org,2015-10,5020,735,,5755
ne.wikibooks.org,2015-11,4022,543,,4565
ne.wikibooks.org,2015-12,3046,616,,3662
ne.wikibooks.org,2016-01,7004,585,,7589
ne.wikibooks.org,2016-02,8012,632,,8644
ne.wikibooks.org,2016-03,10676,956,,11632
ne.wikibooks.org,2016-04,31994,13379,,45373
ne.wikibooks.org,2016-05,16195,2153,,18348
ne.wikibooks.org,2016-06,51996,793,35,52824
ne.wikibooks.org,2016-07,5389,831,,6220
ne.wikibooks.org,2016-08,7131,1035,,8166
ne.wikibooks.org,2016-09,4409,971,,5380
ne.wikibooks.org,2016-10,9050,1097,,10147
ne.wikibooks.org,2016-11,6743,1199,,7942
ne.wikibooks.org,2016-12,26316,1507,,27823
ne.wikibooks.org,2017-01,3958,1223,,5181
ne.wikibooks.org,2017-02,4054,1387,,5441
ne.wikibooks.org,2017-03,4767,1622,,6389
ne.wikibooks.org,2017-04,5134,1324,,6458
ne.wikibooks.org,2017-05,4451,1265,,5716
ne.wikibooks.org,2017-06,3764,1452,1,5217
ne.wikibooks.org,2017-07,4787,2050,,6837
ne.wikibooks.org,2017-08,8245,1882,,10127
ne.wikibooks.org,2017-09,8723,2024,,10747
ne.wikibooks.org,2017-10,4694,1649,,6343
ne.wikibooks.org,2017-11,7632,1946,,9578
ne.wikibooks.org,2017-12,4743,2192,,6935
ne.wikibooks.org,2018-01,4108,2271,,6379
ne.wikibooks.org,2018-02,6900,1924,,8824
ne.wikibooks.org,2018-03,6032,3290,,9322
ne.wikibooks.org,2018-04,5059,2332,,7391
ne.wikibooks.org,2018-05,5623,2912,,8535
ne.wikibooks.org,2018-06,5436,2585,,8021
ne.wikibooks.org,2018-07,7004,3442,,10446
ne.wikibooks.org,2018-08,7339,4102,,11441
ne.wikibooks.org,2018-09,7115,4147,,11262
ne.wikibooks.org,2018-10,5920,3836,,9756
ne.wikibooks.org,2018-11,6939,3083,5,10027
ne.wikibooks.org,2018-12,5937,3464,,9401
ne.wikibooks.org,2019-01,13092,3741,,16833
ne.wikibooks.org,2019-02,9951,3630,,13581
ne.wikibooks.org,2019-03,9816,4491,,14307
ne.wikibooks.org,2019-04,12868,3221,,16089
ne.wikibooks.org,2019-05,10848,4072,,14920
ne.wikibooks.org,2019-06,7213,4547,,11760
ne.wikibooks.org,2019-07,16382,5425,,21807
ne.wikibooks.org,2019-08,28563,6799,,35362
ne.wikibooks.org,2019-09,13084,6285,,19369
ne.wikibooks.org,2019-10,12233,4714,,16947
ne.wikibooks.org,2019-11,5036,4570,,9606
ne.wikibooks.org,2019-12,4746,4499,2,9247
ne.wikibooks.org,2020-01,4404,4284,,8688
ne.wikibooks.org,2020-02,4655,4567,,9222
ne.wikibooks.org,2020-03,6481,4269,,10750
ne.wikibooks.org,2020-04,7691,5685,,13376
ne.wikibooks.org,2020-05,6715,6803,,13518
ne.wikibooks.org,2020-06,6113,5866,,11979
ne.wikibooks.org,2020-07,8504,6625,,15129
ne.wikibooks.org,2020-08,21678,8142,,29820
ne.wikibooks.org,2020-09,37611,8495,,46106
ne.wikibooks.org,2020-10,16187,8594,,24781
ne.wikibooks.org,2020-11,5179,5009,,10188
ne.wikibooks.org,2020-12,7446,9005,,16451
ne.wikibooks.org,2021-01,7381,8101,,15482
ne.wikibooks.org,2021-02,10691,6699,,17390
ne.wikibooks.org,2021-03,9719,7152,,16871
ne.wikibooks.org,2021-04,6932,7487,,14419
ne.wikibooks.org,2021-05,7254,10785,,18039
ne.wikibooks.org,2021-06,8796,13215,,22011
ne.wikibooks.org,2021-07,10423,12103,,22526
ne.wikibooks.org,2021-08,17727,12189,,29916
ne.wikibooks.org,2021-09,4653,7863,,12516
ne.wikibooks.org,2021-10,8197,8117,,16314
ne.wikibooks.org,2021-11,6394,5576,,11970
ne.wikibooks.org,2021-12,5539,6645,,12184
ne.wikibooks.org,2022-01,5374,6667,,12041
ne.wikibooks.org,2022-02,12205,5753,,17958
ne.wikibooks.org,2022-03,33490,6387,,39877
ne.wikibooks.org,2022-04,10045,7312,,17357
ne.wikibooks.org,2022-05,9490,8400,,17890
ne.wikibooks.org,2022-06,11035,11224,,22259
ne.wikibooks.org,2022-07,13023,10193,,23216
ne.wikibooks.org,2022-08,12085,11207,,23292
ne.wikibooks.org,2022-09,8185,14994,,23179
ne.wikibooks.org,2022-10,9895,11619,,21514
ne.wikibooks.org,2022-11,9211,13345,,22556
ne.wikibooks.org,2022-12,9870,10299,,20169
ne.wikibooks.org,2023-01,6869,11608,,18477
ne.wikibooks.org,2023-02,9591,15417,,25008
ne.wikibooks.org,2023-03,11499,20040,,31539
ne.wikibooks.org,2023-04,8260,13405,,21665
ne.wikibooks.org,2023-05,10828,25307,,36135
ne.wikibooks.org,2023-06,13521,26151,,39672
ne.wikibooks.org,2023-07,8649,21043,,29692
ne.wikibooks.org,2023-08,10115,20620,,30735
ne.wikibooks.org,2023-09,8933,12688,,21621
ne.wikibooks.org,2023-10,6562,21005,,27567
ne.wikibooks.org,2023-11,7756,17253,,25009
ne.wikibooks.org,2023-12,14471,24302,,38773
ne.wikibooks.org,2024-01,17116,22599,,39715
ne.wikibooks.org,2024-02,7774,24590,,32364
ne.wikibooks.org,2024-03,15213,34436,,49649
ne.wikibooks.org,2024-04,12604,37437,,50041
ne.wikibooks.org,2024-05,9504,25078,,34582
ne.wikibooks.org,2024-06,16298,33958,,50256
ne.wikibooks.org,2024-07,5871,21334,,27205
ne.wikibooks.org,2024-08,11181,16993,,28174
ne.wikibooks.org,2024-09,10969,17470,,28439
ne.wikibooks.org,2024-10,7300,23303,,30603
ne.wikibooks.org,2024-11,16496,20028,,36524
ne.wikibooks.org,2024-12,44177,24207,,68384
ne.wikibooks.org,2025-01,33827,17719,,51546
ne.wikibooks.org,2025-02,19468,18102,,37570
ne.wikibooks.org,2025-03,17843,21131,,38974
ne.wikibooks.org,2025-04,6489,13389,,19878
ne.wikibooks.org,2025-05,35013,22708,,57721
ne.wikibooks.org,2025-06,90868,92041,,182909
ne.wikibooks.org,2025-07,11209,122857,,134066
ne.wikibooks.org,2025-08,23456,13578,,37034
ne.wikibooks.org,2025-09,22932,25454,,48386
ne.wikibooks.org,2025-10,62979,38525,,101504
ne.wikibooks.org,2025-11,35385,10494,,45879
ne.wikibooks.org,2025-12,17750,7695,,25445
ne.wikibooks.org,2026-01,9010,7660,,16670
ne.wikibooks.org,2026-02,9053,8099,,17152
ne.wikibooks.org,2026-03,30601,14310,,44911
ne.wikibooks.org,2026-04,28151,6223,,34374
ne.wikibooks.org,2026-05,39850,7003,,46853
ne.wikibooks.org,2026-06,28838,25185,,54023
ne.wikibooks.org,2026-07,58855,36268,,95123
new.wikipedia.org,2015-07,149440,39429,452,189321
new.wikipedia.org,2015-08,155498,33849,648,189995
new.wikipedia.org,2015-09,186649,25903,510,213062
new.wikipedia.org,2015-10,132264,29356,422,162042
new.wikipedia.org,2015-11,128330,24780,551,153661
new.wikipedia.org,2015-12,163850,22441,657,186948
new.wikipedia.org,2016-01,193958,28204,582,222744
new.wikipedia.org,2016-02,138433,21108,868,160409
new.wikipedia.org,2016-03,161306,23343,1055,185704
new.wikipedia.org,2016-04,216592,25091,1112,242795
new.wikipedia.org,2016-05,314916,32315,1360,348591
new.wikipedia.org,2016-06,397865,19471,1799,419135
new.wikipedia.org,2016-07,117844,23446,1610,142900
new.wikipedia.org,2016-08,176323,22372,1406,200101
new.wikipedia.org,2016-09,151208,22239,1502,174949
new.wikipedia.org,2016-10,251802,22591,978,275371
new.wikipedia.org,2016-11,337655,33749,1554,372958
new.wikipedia.org,2016-12,202376,20572,2619,225567
new.wikipedia.org,2017-01,179925,21008,2644,203577
new.wikipedia.org,2017-02,180459,24076,2716,207251
new.wikipedia.org,2017-03,257407,22076,1538,281021
new.wikipedia.org,2017-04,174435,19021,547,194003
new.wikipedia.org,2017-05,213727,19016,476,233219
new.wikipedia.org,2017-06,165813,24680,1105,191598
new.wikipedia.org,2017-07,195410,24106,582,220098
new.wikipedia.org,2017-08,263432,21746,589,285767
new.wikipedia.org,2017-09,360336,24724,477,385537
new.wikipedia.org,2017-10,173740,21783,464,195987
new.wikipedia.org,2017-11,179739,22607,595,202941
new.wikipedia.org,2017-12,178776,22381,629,201786
new.wikipedia.org,2018-01,199346,25576,547,225469
new.wikipedia.org,2018-02,198497,22849,467,221813
new.wikipedia.org,2018-03,137248,26776,504,164528
new.wikipedia.org,2018-04,116212,24159,395,140766
new.wikipedia.org,2018-05,137215,32341,262,169818
new.wikipedia.org,2018-06,279189,30471,266,309926
new.wikipedia.org,2018-07,151544,55739,234,207517
new.wikipedia.org,2018-08,151944,83057,199,235200
new.wikipedia.org,2018-09,171786,67137,254,239177
new.wikipedia.org,2018-10,233479,91828,220,325527
new.wikipedia.org,2018-11,259002,51061,236,310299
new.wikipedia.org,2018-12,194996,63655,202,258853
new.wikipedia.org,2019-01,205468,45920,253,251641
new.wikipedia.org,2019-02,177315,42854,180,220349
new.wikipedia.org,2019-03,175335,53564,175,229074
new.wikipedia.org,2019-04,222110,34272,274,256656
new.wikipedia.org,2019-05,206888,32440,208,239536
new.wikipedia.org,2019-06,175383,29761,159,205303
new.wikipedia.org,2019-07,253806,31963,142,285911
new.wikipedia.org,2019-08,309994,35895,188,346077
new.wikipedia.org,2019-09,202190,43662,272,246124
new.wikipedia.org,2019-10,206463,55934,191,262588
new.wikipedia.org,2019-11,185784,42390,247,228421
new.wikipedia.org,2019-12,125600,44251,231,170082
new.wikipedia.org,2020-01,162879,48000,228,211107
new.wikipedia.org,2020-02,165130,65090,222,230442
new.wikipedia.org,2020-03,142503,41675,190,184368
new.wikipedia.org,2020-04,235352,67541,248,303141
new.wikipedia.org,2020-05,128823,35327,151,164301
new.wikipedia.org,2020-06,109335,23246,61,132642
new.wikipedia.org,2020-07,136320,22443,313,159076
new.wikipedia.org,2020-08,111060,23094,130,134284
new.wikipedia.org,2020-09,146323,28976,425,175724
new.wikipedia.org,2020-10,118797,23545,245,142587
new.wikipedia.org,2020-11,101038,21785,169,122992
new.wikipedia.org,2020-12,87308,26216,214,113738
new.wikipedia.org,2021-01,85781,31435,203,117419
new.wikipedia.org,2021-02,96987,28462,212,125661
new.wikipedia.org,2021-03,100079,28692,245,129016
new.wikipedia.org,2021-04,112633,22600,183,135416
new.wikipedia.org,2021-05,87445,24530,217,112192
new.wikipedia.org,2021-06,110476,26171,162,136809
new.wikipedia.org,2021-07,104838,24258,167,129263
new.wikipedia.org,2021-08,176720,24232,176,201128
new.wikipedia.org,2021-09,91886,23070,172,115128
